transaction_id,customer_name,customer_email,customer_location,merchant,transaction_amount,transaction_purpose,card_type,fraud_score,is_fraudulent
cb0c638a-f175-4e44-9018-7285f0e9ed61,Pamela Daugherty,aodonnell@hotmail.com,East Courtneyview,Spotify,4237.72,Electronics Purchase,Visa,33.25,0
f842595e-511e-41c1-9168-28b0147ec2dc,Kenneth Lawson,plittle@ward.com,New Kendrastad,Google Play Store,4616.89,Car Rental,American Express,5.39,1
c93a6026-83ac-4cd7-940d-73ccfa36130a,Dawn Marshall,wayne27@rhodes.com,Cainhaven,Spotify,4023.18,Grocery Shopping,American Express,61.39,0
98f0f1db-3a40-4346-83d0-6660159abff2,Wendy Rice,amandaavery@hotmail.com,West Melissaborough,Google Play Store,2766.79,Gym Membership,Visa,75.54,0
b080986b-091a-440a-b206-3fcf91da1a47,Edwin Hernandez,williamsonjames@gmail.com,South Ianfurt,McDonald's,4821.09,Electronics Purchase,Visa,19.17,0
d6109dd9-1d5a-4444-85e2-14850cc572b7,Erin Mendoza,utorres@yahoo.com,Hendersonmouth,Spotify,2642.08,Car Rental,Visa,42.69,0
5212582c-1792-42d5-8689-126e5c1231a3,Stacy Jacobson,erivera@holloway-parker.org,Frazierbury,Nike Store,4825.5,Streaming Subscription,Discover,24.63,0
33b3102d-d75f-4770-ba98-6889cffffcc5,Grace Walters,knappcharles@mccormick.com,West Debra,PayPal Transfer,512.24,Gym Membership,MasterCard,20.43,0
a63f2a3c-51ea-4337-92b0-3bedead64f6b,Amber Mcmahon,jason97@gmail.com,West James,Google Play Store,746.51,Clothing Purchase,MasterCard,85.73,0
d6be0938-4f32-4ae7-b1b2-f673c76e08d3,James Moran,powelljason@bishop.com,Loritown,Uber Eats,248.54,Hotel Booking,MasterCard,65.39,0
b02aeb3d-7741-4165-955a-f356e331a2ff,Kimberly Cummings,baileymary@yahoo.com,Theodoreview,Amazon,2380.61,Clothing Purchase,Visa,51.03,0
eb837d37-7aeb-47c0-b5b8-a96d5892d94a,Jacob Williams,santosanthony@li.com,South Jeffrey,Target,1896.1,Clothing Purchase,Visa,62.17,0
28586c9b-c8c9-4b82-91c9-f08f1cc69506,Patrick Sanders,clarksarah@johnson-roberts.info,Melissafort,Nike Store,2126.78,Gym Membership,MasterCard,23.12,0
aa1a3e78-0b7f-4f29-b75d-52b40816b28f,Jeffery Miller,gwendolynvaldez@dixon.com,Burtonshire,Tesla Supercharger,3576.19,Grocery Shopping,Visa,33.76,0
efd5d861-7274-4f39-b8d7-54c3732ea3c2,Thomas Mayer,tellis@yahoo.com,Rasmussenland,Apple Store,3796.58,Hotel Booking,MasterCard,12.66,0
b4804995-d001-4063-bf23-863dd2277369,James Jones,bryanttheresa@hotmail.com,Davidland,Walmart,2941.53,Gym Membership,Visa,28.98,0
4f1bc5df-fcbc-4d87-965b-2f5cd7219ece,Aaron Mills,bergsally@yahoo.com,Rossbury,Target,1407.98,Bill Payment,Discover,86.77,0
08a722fa-9f11-4fa4-bc88-c33b285944b4,Kathleen Stewart,aimeedavis@yahoo.com,Lauratown,Apple Store,980.34,Gym Membership,Visa,35.09,0
aa3e239e-0b2b-43ac-964e-81d1c57485e5,Brian Lopez,teresajones@yahoo.com,South Patrickberg,Starbucks,2042.59,Gym Membership,Discover,74.3,1
0c8841c0-a319-41e0-895f-5c2cde6fc7ab,Autumn Foster,pagekim@hotmail.com,Martinezfort,Nike Store,693.53,Food Delivery,MasterCard,31.59,1
8b483cd2-9e87-4d80-9d9d-8039febd0c01,Tiffany Shepherd,kingvictoria@johnson-murphy.com,Pamelafurt,Uber Eats,3040.23,Gas Station,MasterCard,85.74,1
c88551a4-9c66-4846-bf12-f60b6fc61943,Christine Salazar,jennifer53@greene.com,Port Kiara,Starbucks,2234.72,Clothing Purchase,Visa,91.26,1
dbdcc234-df6e-4c9b-a4e3-4bcbfd51fee3,Aaron Edwards,jacob03@gmail.com,Terryview,Best Buy,4862.57,Gym Membership,Visa,58.19,1
c2d1afbd-5b71-44d7-86f5-37cd64177c19,Christopher James,jodimiller@owens.info,North Rubenburgh,Target,2433.66,Gym Membership,Visa,2.1,0
876c98b5-b01e-4b2a-8ed2-074b9c248764,Erin Bowers,corey65@gmail.com,Amberhaven,Nike Store,312.37,Gas Station,Discover,68.45,0
4180a7b2-fb92-4994-948a-0bf16175a3d9,Mark Schultz,gibbsmaxwell@gmail.com,West Dawnside,Spotify,4994.91,Streaming Subscription,Visa,5.22,0
0e15e693-ad07-43f1-b242-cab7ad20f680,Willie Davis,danielsoto@gmail.com,Kathleenview,Apple Store,2115.34,Car Rental,Visa,53.3,0
55c0b779-4ee2-4ec6-8808-4d78901c5e49,Dr. Sheryl Key,powelljustin@gmail.com,Frazierland,McDonald's,720.06,Car Rental,Visa,13.11,0
ae32bb6f-666e-4809-971f-f1b0445541e7,Ann Cooley,jose63@roberts.info,Juliechester,Uber Eats,967.04,Food Delivery,Visa,39.25,0
45bf026e-c50a-4a08-9770-e5dcde8d5e57,Joshua Rodriguez,imalone@hotmail.com,East Justin,Uber Eats,1456.0,Online Purchase,MasterCard,3.97,0
23857a09-272b-4adc-90de-28140b53e8c5,Angela Taylor,stevengordon@hotmail.com,Amandaville,Amazon,2267.91,Bill Payment,Discover,18.21,0
f291a731-01f1-4517-9059-6ac78fb8bade,Joseph Rollins,pspencer@dennis.com,North Kathryn,Starbucks,987.27,Electronics Purchase,Discover,88.3,1
c69f62a3-ec66-4c72-bd5d-84345a5bc2c5,Matthew Forbes,roachtammy@yahoo.com,Port Williamborough,Best Buy,2085.04,Electronics Purchase,Visa,10.8,0
31c4f91f-ca85-4af9-9d60-88810ccc7f6b,Jennifer Schneider,colleenmoore@gmail.com,West Rogerburgh,Google Play Store,3425.3,Food Delivery,Visa,61.92,0
64d4f5a5-cca5-4bfb-87f9-8060f6cdfa5e,Andrew Navarro,nmoody@hart.com,Smithburgh,Walmart,911.24,Car Rental,American Express,33.75,0
988a7358-da12-4793-a02a-4843cac56416,Manuel Lewis,leegreg@parker.org,Kelseyfort,Nike Store,3221.71,Online Purchase,MasterCard,54.57,0
b60c2cd9-f5e1-4042-bb1b-0c1ccee3af17,Arthur Watson MD,jake27@young.com,Schmidtport,Uber Eats,3690.65,Gas Station,Discover,34.84,0
6389d3d4-b853-4c06-bb3f-c8c8635cbe90,Karen Riley,guzmannathaniel@yahoo.com,New Jonathan,Starbucks,2123.92,Gym Membership,Discover,52.34,0
4c529eee-7604-4d70-8422-1af770c1f634,Karina Martinez,fmiller@mejia.net,Higginston,Adidas Outlet,175.51,Online Purchase,American Express,36.36,0
199c3efd-d554-4cc4-a6ff-194d0a127811,Katherine Russell,aburns@yahoo.com,Victoriatown,Adidas Outlet,448.94,Car Rental,American Express,25.26,0
68c11fef-b3b9-483e-a070-738c59e43773,Wendy King,krystalirwin@jacobs.com,North Janet,Walmart,4287.17,Hotel Booking,MasterCard,77.57,1
81876907-cc6f-4e36-9a7e-184fba4b299d,Candice Medina,rogerslauren@hotmail.com,West Robertland,Target,804.36,Hotel Booking,Visa,7.95,0
7b15792a-e4b6-4442-bc0e-43585f9fbfe2,Beth Gallegos,twells@nichols.com,New Kimberly,Target,1026.98,Grocery Shopping,Discover,15.35,1
ad240d0f-bf7e-4e39-8142-2e4e6364f0bc,Pamela Walker,bwu@gmail.com,East Danielleberg,McDonald's,4188.38,Car Rental,Visa,83.85,0
f7152877-02dc-473a-946a-89fbbce98d3b,Timothy Carter,durandaniel@jones-richardson.com,Tamaraborough,Target,4414.92,Hotel Booking,American Express,39.16,1
aee8aa84-531f-4417-8374-d9c709cadff8,Bruce Mercado,kwillis@yahoo.com,Fitzpatrickfort,Amazon,1079.53,Car Rental,Visa,1.83,1
15dc05d8-5572-405c-bc8e-ef592860bd56,Victoria Zimmerman,krystalmckee@jackson-hernandez.info,Cruzberg,PayPal Transfer,3093.02,Food Delivery,Discover,48.36,1
2cf2ea9f-aef1-4033-81b0-daccac08a4ca,Adam Ray,coryfreeman@smith.net,West William,McDonald's,4354.83,Clothing Purchase,Discover,91.0,0
ab294d60-8907-4539-8e92-a074b2014e0a,William Johnson,zachary05@yahoo.com,Rileyshire,Nike Store,4028.87,Food Delivery,Discover,26.19,0
02ffb3f3-352b-4422-90a0-d3339de46ab1,Melissa Wallace,gabrielmedina@gmail.com,East Kelly,Walmart,714.47,Streaming Subscription,American Express,9.26,0
d7eeffdb-54a5-42d6-8380-a20d79e24208,Michael Rodriguez,matthewyoung@campbell.com,Lozanoburgh,Amazon,1348.86,Bill Payment,Discover,70.8,1
122de552-d2df-4242-b803-26d71026f095,Whitney Bates,kcabrera@velazquez.org,Lake Denise,Tesla Supercharger,709.65,Flight Ticket,American Express,77.72,0
37efcf23-125d-4d2e-a0f6-742820f2b0dc,Brian Perez,cgarcia@gmail.com,East Ryanbury,Tesla Supercharger,1828.01,Car Rental,Discover,31.67,0
daa82a2d-4c67-405d-917e-7b3f01596f81,Gabriella Simmons,michaeloconnell@watson.com,Samanthaberg,Walmart,2170.9,Car Rental,Visa,52.71,0
4712350a-2731-4b43-a85d-6230714c03bb,Robert Hooper,iriddle@yahoo.com,Rileyport,Netflix,2819.65,Online Purchase,Discover,44.35,0
f86e5c13-5843-4b80-89c7-69f295b8ec3c,Emma Clements,twilliams@gmail.com,Port Mark,Apple Store,2604.7,Food Delivery,Visa,10.14,0
4f26ca79-e15f-40f8-a0f7-255c0b62613c,Shelly Frazier,todd18@hotmail.com,East Richard,Amazon,2517.02,Clothing Purchase,Visa,47.73,0
260e67bc-c364-40c6-94f3-824bf1df2ede,Heather Guzman,michael54@smith.com,Jacksonland,Best Buy,1242.88,Online Purchase,Discover,28.52,0
b5f32f0c-858b-40e5-a604-0d1e2ac077cf,Kenneth Nelson,kristingarcia@barajas-barnes.net,East Victor,Adidas Outlet,2295.53,Online Purchase,Discover,2.3,0
f9973d4b-9bdc-40d7-aedd-ec9fd5f78a9d,Margaret Tran,brianjohnson@yahoo.com,Lewisville,Walmart,1480.62,Clothing Purchase,Discover,6.23,0
8620b536-4195-40e8-b69a-654cd5ce44d7,Keith Cordova,sarah35@mcdonald-chung.biz,New Tiffanymouth,Starbucks,2595.6,Online Purchase,Visa,28.01,0
78e4d184-635f-4af4-b78f-1cda74f6f7cf,Michelle Alvarez,rogersjimmy@robinson.com,New Erichaven,Best Buy,533.39,Bill Payment,Discover,22.29,0
be6b49fc-42ac-47a3-9742-007af9f7e26c,Brittney Ortiz,melissapope@howard.net,Troyberg,Best Buy,412.61,Car Rental,Discover,14.05,0
19b303c4-59db-4e79-af7a-49ec2ced5796,Elizabeth Mills,miajensen@lee-diaz.biz,North Casey,Amazon,3348.63,Electronics Purchase,Discover,7.42,0
97bf252f-c549-4412-b64a-6a2b98ccb489,Logan Williams,kennedychristopher@gmail.com,Brownville,Tesla Supercharger,2891.62,Gas Station,Discover,57.95,0
83413fd0-d6a7-45aa-b22d-19e21303a56a,Michael Banks,jfowler@gmail.com,Salinasview,Netflix,2970.7,Streaming Subscription,Visa,30.76,0
702c8350-ae9a-4c2e-805c-b4ef76ed76aa,Kimberly Cohen,kevinfoster@gmail.com,Kingfort,Google Play Store,4239.88,Grocery Shopping,Discover,75.67,0
f2d40139-584b-4ea0-be33-6ab6edd6d8c0,Jaclyn Barajas,russellblackwell@yahoo.com,West Gary,Apple Store,3228.66,Flight Ticket,American Express,67.82,0
93172269-477d-442a-88fe-ffe58c459069,Kristen Johnston,richardsonjessica@gmail.com,South Karina,Best Buy,1276.2,Car Rental,MasterCard,46.81,0
a5b1e50d-01cd-4686-976f-443d4110df07,Brent Webb,joe24@watson.net,Troyfurt,McDonald's,1149.35,Streaming Subscription,American Express,58.33,0
0fdfd160-9a29-42cf-b131-634b814d4b9d,Joyce Jones,jenniferhenderson@yahoo.com,Andersonland,Walmart,4105.62,Gym Membership,MasterCard,19.5,1
87b058a3-7752-472c-a2b0-57562d047246,Michele Gordon,juancook@harris-kline.org,South Andrew,Tesla Supercharger,1543.38,Flight Ticket,American Express,71.46,0
530fb958-1aa4-4163-9bcb-0b4819a14ece,Patrick Booth,james77@gmail.com,West Williamberg,Target,4698.23,Flight Ticket,MasterCard,33.61,0
e1e29a3d-c826-481f-86b0-697f20d856a9,Joy Martinez,xbrewer@gmail.com,Lake Gregorybury,PayPal Transfer,2523.15,Food Delivery,Discover,37.9,1
33517818-ffc3-4e6a-b252-7cdcf492b216,Luis Simmons,andreamullins@gmail.com,New Jon,McDonald's,2805.12,Flight Ticket,Discover,73.61,0
d1583f76-4f99-4ba8-beef-7fbbbc0d5da9,Dylan Rollins,lynn63@evans-branch.com,Colonfort,Best Buy,598.13,Electronics Purchase,Discover,49.67,0
953aa506-793f-46bb-b965-3d512be7b541,John Hopkins,austincooper@gmail.com,Watkinstown,Apple Store,833.39,Online Purchase,Discover,93.99,0
ba58a300-f717-47b7-a51c-463a468c7468,Gilbert Campbell,jbradford@gmail.com,New Amandaport,Tesla Supercharger,400.92,Electronics Purchase,Discover,74.51,0
b37a1a32-a71a-4f58-82af-30725cb50784,Brett Evans,aprilatkins@yahoo.com,Paulaport,Starbucks,526.99,Hotel Booking,American Express,58.32,0
3ff6e8e9-bde3-42af-ac44-8a3328dcfb78,Kaylee Wilson,dana54@yahoo.com,Laurachester,Starbucks,1898.51,Hotel Booking,MasterCard,70.81,0
224eeea3-9ad1-4a43-bf84-1d425c1123c6,Erin Fleming,stephen92@yahoo.com,Santiagoview,PayPal Transfer,2376.96,Gas Station,American Express,58.97,0
c9e17372-ef35-4f52-8ad3-c6f64a1164e5,Amy Smith,christownsend@yahoo.com,Brownland,Spotify,1275.5,Car Rental,American Express,30.39,0
4b9fdf1d-9768-49a2-adbc-d328b2917e5e,James Sherman,anthony39@bautista-fisher.info,North Christinaland,Adidas Outlet,4409.79,Food Delivery,American Express,9.19,0
f15fbfed-5945-44cf-867d-8cb176b97cf4,Amber Long,alvinwoods@gmail.com,East Xavierland,PayPal Transfer,1476.45,Hotel Booking,American Express,98.64,0
4589af5d-2167-4946-9bb9-d5c2bf3bd25c,Christian Bartlett,kendragarcia@phillips-moore.com,Normanbury,Spotify,1853.39,Food Delivery,Discover,45.34,1
b3498272-de38-4f97-9789-a5ae61114151,Edward Walsh,julie82@jordan.net,Connieton,Tesla Supercharger,158.13,Grocery Shopping,American Express,10.23,0
df84f57a-3bfc-4c56-b5b4-8b9ec503a53b,Robert Bailey,sara02@lowe-robinson.net,Port Kellyburgh,Nike Store,1253.93,Grocery Shopping,MasterCard,44.67,0
f4ab7900-dc69-4beb-99ab-897cce1a09d6,April White,amystewart@gmail.com,New Brendaside,Google Play Store,2643.48,Streaming Subscription,American Express,1.04,0
fe211236-12e8-45b4-8890-4db419429225,Stephanie Olson,lschneider@hotmail.com,New David,Tesla Supercharger,4309.41,Clothing Purchase,Discover,72.02,0
40b20365-5bde-49b8-83c1-64fa9493ee6b,Maria Williams,timothyhunt@hotmail.com,North Brandon,Amazon,1160.95,Food Delivery,Discover,12.25,0
068b36aa-89e8-4fd0-8ca8-2776fac267c7,Andrea Vasquez MD,mwheeler@yahoo.com,Ericabury,Netflix,1653.77,Bill Payment,MasterCard,95.93,0
af9c598c-1ce5-40fe-b95c-a11576c207c7,Jordan Mitchell,shawn77@hensley.com,East Stephen,McDonald's,3931.71,Flight Ticket,American Express,43.68,0
f9af7875-5723-4f02-b7f0-d76016dbc679,Charles Barr,davidjames@adams-ferguson.com,Lake Michaelstad,McDonald's,666.41,Food Delivery,Visa,65.45,0
76102e80-7bff-4e56-a60c-7ace835731e2,Adam Foster,jsmith@robinson.com,Davidborough,Netflix,2124.28,Online Purchase,Visa,53.14,1
502ca91e-de05-4ca8-bafe-7a35e8a43afc,Chad Villarreal,brianrobinson@morris.net,Jacobsview,Amazon,3782.06,Hotel Booking,Discover,94.69,0
c535e5c6-8882-4621-8937-ea76c76b29fe,Kevin Dunn,weberchristy@yahoo.com,Owensfurt,Walmart,1342.87,Food Delivery,MasterCard,2.79,0
435a3ae6-df6a-4377-855b-663848dc9ae2,William Thomas,robert47@dominguez.org,Port Angela,Tesla Supercharger,4675.48,Hotel Booking,American Express,22.89,0
b49fd638-d6c4-45dc-b4aa-69a2d9dc4f4a,Carol Ortiz,sotojulia@lewis.com,Jameston,Adidas Outlet,4393.19,Hotel Booking,American Express,94.86,0
ba527dab-16fa-4d28-960d-2421f79589f3,Tim Graves,richard92@allen-mcdaniel.com,Lake Nancyshire,Tesla Supercharger,375.5,Car Rental,American Express,6.37,0
4d8a59ea-b362-4a96-b502-f20e8bd2a325,James Norman,jefferypayne@yahoo.com,Port Dylan,Starbucks,1094.16,Hotel Booking,MasterCard,69.78,0
218870d0-e5ea-4018-8316-de0616a4c31a,Nicholas Jenkins,donna19@gmail.com,East Meredithview,Amazon,3915.77,Clothing Purchase,Visa,48.32,0
3d85dabd-c373-4e9b-9e20-4eecfd493abc,Adam Miller,mdavies@gmail.com,Riverabury,Netflix,3503.02,Food Delivery,American Express,83.86,0
b07822fc-9079-4b96-867e-f5a77d695f8b,Melissa Wheeler,edwardfrost@brock.info,West Allison,Best Buy,1152.44,Online Purchase,MasterCard,98.15,0
202465f7-96e9-4b65-9804-8130e7609e83,Scott Hubbard,nicole16@gmail.com,Lisaport,PayPal Transfer,523.22,Grocery Shopping,American Express,39.35,0
e2538556-7e12-40a2-8b7e-e6ab89d490f5,Ryan Brown,bjordan@hotmail.com,Russellview,McDonald's,3612.39,Streaming Subscription,American Express,69.59,0
f5dc3561-1805-4784-8cb8-97166c01c2dc,Linda Haney,andrea88@hotmail.com,Lewishaven,Spotify,1912.46,Food Delivery,Discover,49.77,0
1d417426-b4cc-444d-b2a1-a223cf03acea,Lori Rodriguez,grantmegan@phillips-taylor.org,Laurenhaven,Adidas Outlet,3910.34,Electronics Purchase,Discover,45.33,1
6a350446-f318-4c79-b1e9-dab5c882c0c7,Cheryl Allen,trevinodarlene@coleman.org,Port Alexandria,McDonald's,3716.01,Grocery Shopping,Discover,98.87,0
28d35749-916b-42ae-8029-f7dd98567a1f,Christopher Wilkins,holmesmegan@hotmail.com,East Tarachester,PayPal Transfer,1418.47,Grocery Shopping,MasterCard,97.0,0
538b7123-7681-4063-b940-4246f9824d92,Sherri Fox,mooredarin@yahoo.com,Marymouth,Amazon,2346.5,Gas Station,Visa,95.49,0
d76649c4-b97d-42fe-a060-48eaafc2d7d2,Ruben Smith,kylejohnson@yahoo.com,South Benjamin,Uber Eats,1178.3,Streaming Subscription,Discover,66.21,0
e69e1f59-127f-48ff-91b6-c85400c1ca13,Christopher Kane,jhughes@yahoo.com,Martinborough,PayPal Transfer,3127.94,Grocery Shopping,Discover,57.37,0
7379d8b9-15ab-40f7-adb9-aaa6858f2cf1,Michele Weiss,scottjenna@garner.com,Port Michelle,Tesla Supercharger,4409.0,Bill Payment,Discover,40.68,0
ac16df5e-bb1f-4294-bdff-6c925dd457c2,Mr. Bradley Hunt,alexisgray@yahoo.com,Lake Marymouth,Uber Eats,641.84,Gas Station,MasterCard,47.47,0
f3774e2e-9a50-4c70-aa94-ce9ae4d8b6ee,Matthew Jones,donaldchambers@gmail.com,South Maryland,Walmart,2012.97,Grocery Shopping,Visa,58.37,0
0bbdfdf2-6ec2-4dc4-a815-5d62b29c2c83,Tami Richardson,oflores@gmail.com,Dawnmouth,Best Buy,4799.42,Bill Payment,American Express,5.4,0
8fb98d8d-97c3-4b8d-bd1f-489c294a465a,Amy Wheeler,waynehall@medina.com,Johnstonfurt,Adidas Outlet,3632.55,Car Rental,American Express,75.78,0
6afa7c09-575b-46f6-8db6-de7f732955ea,Erika Martinez,molly30@gmail.com,East Timothy,Apple Store,3543.35,Gas Station,MasterCard,6.86,0
7dffc7a2-7d55-47c5-be23-97dd3727fcd5,Alejandra Thompson,teresa07@berry.info,North Dianashire,Adidas Outlet,467.48,Food Delivery,Visa,69.46,0
2fe2374f-52e4-41ef-a9ca-25d85236d197,Alison Cook,brownmark@martinez.com,South Kristin,Uber Eats,3600.45,Streaming Subscription,Discover,72.34,0
a1ca954e-cf67-46c2-b53f-a954ecb242e9,Marcus Smith,cunninghamstephanie@washington.com,Cabreraport,Uber Eats,4028.18,Online Purchase,Discover,82.43,0
7ae85933-f026-4119-9db6-7fdb93b451a4,Donald Garcia,anthony93@jackson.com,South Briantown,Tesla Supercharger,2060.65,Online Purchase,MasterCard,9.26,1
cbc3d3d2-e724-417a-8b93-914f2ab8d2b4,Nancy Johnson,stacyblackwell@fuller-andrews.net,Murrayhaven,Tesla Supercharger,4327.45,Gym Membership,Visa,59.45,0
b4f7bba9-e14a-47cf-b3fb-aa9e2c5dd311,Arthur Dunn,longalex@gmail.com,Figueroaborough,Adidas Outlet,3727.43,Hotel Booking,Discover,44.81,0
0c059a57-77d5-4d39-9760-e880bb96b144,Michael Fitzgerald,alejandro01@hotmail.com,Lake John,Apple Store,3437.88,Streaming Subscription,MasterCard,32.12,0
249ee318-eb62-43a4-8ec0-291b30319cc7,Eric Ball,pwilcox@gmail.com,Lisaside,McDonald's,2484.13,Gym Membership,MasterCard,33.29,1
9fac4189-4719-40a3-8d0b-d09ed87d96f3,Yolanda Powell,uhorton@bryan.com,Courtneyfurt,Nike Store,1325.66,Food Delivery,Visa,64.91,0
64012795-a4f2-4c63-a387-76ef8125456c,Eduardo Steele,gbass@gmail.com,Collinsfurt,Starbucks,1754.7,Online Purchase,American Express,37.23,0
a5a430e4-7ffe-4aea-aac4-b3132b262e40,James Garrett,youngjessica@hotmail.com,New Matthew,Target,4843.86,Flight Ticket,Visa,36.02,0
4783dd41-4b1c-420c-b643-aac2f7b0d44a,Valerie Jenkins,martinezann@yahoo.com,Wilkinshaven,Uber Eats,4284.85,Bill Payment,Discover,52.31,0
3ff45b2b-41a0-4ada-aba8-f99535f2026f,Kenneth Barrett,michael80@hotmail.com,Lake Meganburgh,Adidas Outlet,1221.3,Flight Ticket,Discover,45.88,0
f79b0a27-87f0-4608-87c6-2ce726af7e50,Philip Taylor,davidbarrera@white-duffy.com,Lake Rachelhaven,Spotify,2565.22,Streaming Subscription,MasterCard,33.98,0
109b04c9-325f-4eae-8fa0-4e60a8a509d7,Daniel Barr,wangjoseph@gmail.com,East Amanda,Target,4277.68,Online Purchase,Visa,60.39,0
18135ed0-112d-4799-aaba-f9b2f5cdb359,Joshua Vaughan,kimjohn@hotmail.com,Kristahaven,Netflix,304.88,Flight Ticket,Discover,80.33,0
753c7697-3dc6-4ef8-845c-851577703f02,Tonya Buckley,ethanmcintyre@hotmail.com,Barbaraberg,Uber Eats,1977.77,Electronics Purchase,Discover,20.48,0
f6400050-9f7d-44c5-928d-9cefbea7a82a,Mallory Lee,jay03@bowman-hunt.com,East Barbara,Starbucks,3663.74,Streaming Subscription,American Express,10.75,0
92e0846f-014b-4bfa-8c6b-e08751468c81,Melissa Hull,racheldavies@yahoo.com,Janiceland,Spotify,2532.23,Streaming Subscription,American Express,93.07,0
128f4edb-6f63-43f6-a4a8-d11003c809bc,Anthony Williams,samanthadavis@gmail.com,Lake Christinetown,Apple Store,1474.16,Food Delivery,American Express,32.71,1
5eb8df03-abe7-447a-b35a-fbc36feed0f6,Katie Herman,yleonard@gmail.com,Lake Natalie,Target,2366.75,Gas Station,Discover,27.02,0
fac03f32-19dd-4bd6-bc0b-114c3309934b,Frank Wise,mtorres@gmail.com,South Angelamouth,Adidas Outlet,2825.67,Online Purchase,Visa,32.88,0
b182cb46-603f-4785-959d-5430a835ad0d,Adam Green,gregwhite@hotmail.com,East Cassandra,Amazon,742.24,Online Purchase,Visa,76.31,0
990b16fe-214a-4a2f-8e35-2b2888244a58,Brandy Peterson,perryclinton@wells.info,South Kevin,Target,4447.51,Grocery Shopping,Discover,54.78,0
7fbf6b3c-7d87-4e92-a93b-a2d2395026fc,Nicole Davis DDS,upalmer@jones-flores.com,Samuelhaven,Tesla Supercharger,753.23,Flight Ticket,Discover,82.01,0
7f54a5da-f9b3-4729-b902-6986db342f45,Anthony Martin,icruz@rowe-martin.com,Jorgeborough,Spotify,2574.25,Food Delivery,Discover,42.3,0
f4dac5ba-11fa-442f-9de2-24a06f9f2292,Gloria Coleman,sjackson@soto.com,North Bradley,Amazon,258.55,Bill Payment,Discover,11.98,0
158ef098-4e3b-4194-86cb-33851f3728c3,Margaret Garcia,collierkatrina@yahoo.com,West Nicolechester,Starbucks,3471.32,Electronics Purchase,Visa,53.43,0
82fb65e9-1105-4dc9-9132-b3620abf7f37,Brandi Lester,langsandra@rivera.biz,Michaelhaven,PayPal Transfer,2746.87,Bill Payment,American Express,96.55,0
85c7fb2c-20fb-443c-ba04-466aea6a15c0,Laura Rhodes,rebekahklein@russell.com,Lake David,Adidas Outlet,4004.17,Car Rental,Visa,88.26,0
e905a479-3830-4733-9f8f-e1421289d44c,Michael Burns,holly84@yahoo.com,Hernandezton,Tesla Supercharger,3686.97,Hotel Booking,Discover,74.17,0
fd71187e-0918-4a1c-ac55-2e983a9524db,Erica Vargas,oconnormiranda@harrell.info,Glentown,Target,3329.74,Bill Payment,Discover,22.82,0
8b3cc4ec-51c6-44a6-a5cf-9ad737c22489,Joseph Bryan,dcox@williams.net,Murrayton,Adidas Outlet,2499.89,Flight Ticket,Visa,66.69,0
d177d706-fd2b-4c1a-bdfe-f973c9fb89b8,Michael Escobar,betty58@spencer-ward.com,Karenbury,Spotify,546.14,Clothing Purchase,American Express,49.08,1
c1c5531d-1ddd-4f35-a85d-6c6f6586ef59,Mrs. Nicole Spence MD,brettsmith@munoz-brock.com,Deborahside,Spotify,291.79,Bill Payment,MasterCard,46.24,0
df2ad9a8-f71a-443c-a3bd-4a932c6e5241,Brett Anderson,steven72@gmail.com,West Bradley,Best Buy,914.46,Hotel Booking,Discover,87.54,0
ca0004ba-0639-4314-97ab-29c6a9111068,Brett Ibarra,harrelltracy@yahoo.com,West Laurenport,Nike Store,4128.24,Clothing Purchase,Visa,32.92,1
99f99bab-18f5-4b5b-8e65-a30021a6365c,Dr. Justin Dawson,bmoore@villa-carroll.net,Sharpview,Best Buy,3581.59,Car Rental,MasterCard,94.05,0
61337128-04c1-468c-8784-f85de987ca69,Andrea Williams,katelyn68@gmail.com,Dakotaview,Nike Store,3312.57,Gym Membership,Discover,78.99,0
d30f3466-07aa-4096-b8e9-6afa11f25872,Shaun Osborne,yguzman@welch.com,Huntville,Apple Store,3943.01,Electronics Purchase,Visa,25.82,0
a8af2ec2-07fe-4881-9973-2983f7d0eeca,Thomas Martinez,ofigueroa@rodriguez-andrews.com,Port Cynthia,Adidas Outlet,3951.25,Car Rental,American Express,14.4,0
2fa168e4-0107-4bd5-a724-3b15d8ffc585,Erika Lopez,jasonwong@yahoo.com,Reynoldsmouth,Apple Store,3305.11,Flight Ticket,Discover,55.96,1
68a9fb14-562f-4a9e-b716-7ae6cd6693be,William Thompson,cynthia99@gmail.com,Josephchester,Netflix,3088.26,Grocery Shopping,American Express,32.43,0
c82edbc4-d1d3-437b-bd77-7ab1beb17314,Linda Graham,james19@murray.info,North Alexview,Uber Eats,3870.42,Online Purchase,Discover,62.89,0
5fd68c0c-73e1-44ba-ad9e-59eacca3637a,Michael Reynolds,valeriethompson@hotmail.com,South Melanie,Spotify,4243.6,Clothing Purchase,MasterCard,36.02,0
1de37958-f923-466a-ad51-b244e782a67b,April Wells,foxphillip@hotmail.com,Port Patrick,Starbucks,1803.5,Car Rental,Discover,4.52,0
7880de64-9d07-4055-b60a-6cafef0971fe,Rebecca Lopez,velliott@yahoo.com,New Darlenechester,PayPal Transfer,2125.5,Flight Ticket,MasterCard,31.61,0
75dbbd28-9b0c-4e31-a66d-0f7ddc58870a,Christopher Dillon,pwallace@gmail.com,Lake Rodneybury,Best Buy,4475.82,Clothing Purchase,Discover,59.52,0
